customer_id,customer_name,recency_days,frequency_orders,monetary_sales,monetary_profit,r_score,f_score,m_score,customer_segment
CM-12235,Chris McAfee,388,5,2305.71,365.04,1,4,4,At Risk
LH-17155,Logan Haushalter,388,7,1503.24,212.07,1,5,3,At Risk
PM-18940,Paul MacIntyre,389,1,1056.86,158.53,1,1,2,Lost Customers
SP-20650,Stephanie Phelps,389,5,1346.66,100.24,1,4,3,At Risk
GH-14485,Gene Hale,390,1,288.46,-24.49,1,1,1,Lost Customers
IM-15070,Irene Maddox,393,3,1108.98,329.76,1,2,2,Lost Customers
RF-19345,Randy Ferguson,393,3,2695.72,438.61,1,3,4,At Risk
LM-17065,Liz MacKendrick,394,2,53.87,21.54,1,1,1,Lost Customers
KT-16465,Kean Takahito,394,3,1626.35,156.4,1,3,3,At Risk
JD-15895,Jonathan Doherty,397,7,5181.11,1179.84,1,5,5,At Risk
CD-12790,Cynthia Delaney,402,2,1131.6,361.14,1,2,2,Lost Customers
TC-20980,Tamara Chand,402,2,1344.05,8764.95,1,2,3,Lost Customers
MC-17425,Mark Cousins,402,3,3581.76,1610.2,1,3,5,At Risk
CA-12055,Cathy Armstrong,404,4,1589.86,258.98,1,3,3,At Risk
JH-16180,Justin Hirsh,407,2,1083.1,-203.36,1,2,2,Lost Customers
EH-13990,Erica Hackney,408,2,479.19,67.9,1,1,1,Lost Customers
NP-18685,Nora Pelletier,409,2,98.96,31.42,1,1,1,Lost Customers
TT-21265,Tim Taslimi,409,2,116.4,32.53,1,1,1,Lost Customers
KC-16255,Karen Carlisle,410,3,1401.86,523.07,1,2,3,Lost Customers
IM-15055,Ionia McGrath,412,2,2832.55,956.53,1,2,4,Lost Customers
ON-18715,Odella Nelson,413,3,853.45,-157.53,1,2,2,Lost Customers
AH-10690,Anna Häberlin,413,6,5764.77,1144.07,1,5,5,At Risk
MS-17710,Maurice Satty,416,2,519.76,-93.1,1,1,1,Lost Customers
LD-17005,Lisa DeCherney,417,3,352.61,111.27,1,2,1,Lost Customers
AF-10885,Art Foster,418,1,53.7,-5.75,1,1,1,Lost Customers
AB-10015,Aaron Bergman,418,1,563.94,116.87,1,1,1,Lost Customers
SM-20005,Sally Matthias,424,2,103.32,-77.84,1,1,1,Lost Customers
ER-13855,Elpida Rittenbach,424,2,1184.8,-300.31,1,2,2,Lost Customers
MF-17665,Maureen Fritzler,424,4,385.05,118.46,1,3,1,At Risk
CS-12490,Cindy Schnelling,427,3,687.79,-244.73,1,2,2,Lost Customers
SS-20590,Sonia Sunley,435,4,322.94,112.38,1,3,1,At Risk
MS-17530,MaryBeth Skach,437,1,116.96,36.04,1,1,1,Lost Customers
CM-12445,Chuck Magee,439,2,257.53,53.66,1,1,1,Lost Customers
LC-16960,Lindsay Castell,439,2,532.18,21.28,1,1,1,Lost Customers
MS-17830,Melanie Seite,455,1,239.37,-23.94,1,1,1,Lost Customers
CC-12100,Chad Cunningham,460,2,126.09,-11.71,1,1,1,Lost Customers
JW-16075,Julia West,464,2,105.26,20.38,1,1,1,Lost Customers
JS-15940,Joni Sundaresam,466,2,184.32,-18.75,1,1,1,Lost Customers
PW-19240,Pierre Wener,467,2,10.09,-0.59,1,1,1,Lost Customers
RH-19510,Rick Huthwaite,470,3,5973.97,1152.82,1,3,5,At Risk
CR-12625,Corey Roper,473,1,121.78,30.45,1,1,1,Lost Customers
DM-13525,Don Miller,484,1,52.1,18.17,1,1,1,Lost Customers
PK-18910,Paul Knutson,486,1,1422.25,-807.78,1,1,3,Lost Customers
JJ-15445,Jennifer Jackson,486,2,63.95,18.71,1,1,1,Lost Customers
KD-16270,Karen Daniels,487,3,6317.16,2318.71,1,3,5,At Risk
CS-12130,Chad Sievert,492,1,124.06,13.75,1,1,1,Lost Customers
SS-20515,Shirley Schmidt,494,1,47.97,14.87,1,1,1,Lost Customers
RP-19270,Rachel Payne,499,1,33.44,11.7,1,1,1,Lost Customers
AO-10810,Anthony O'Donnell,504,1,161.28,12.1,1,1,1,Lost Customers
TS-21160,Theresa Swint,507,3,1025.61,-48.92,1,2,2,Lost Customers
RH-19555,Ritsa Hightower,522,1,732.16,6.34,1,1,2,Lost Customers
NF-18475,Neil Französisch,528,1,11.42,-18.84,1,1,1,Lost Customers
RH-19600,Rob Haberlin,537,1,29.0,7.25,1,1,1,Lost Customers
AR-10570,Anemone Ratner,537,1,88.15,32.63,1,1,1,Lost Customers
SW-20755,Steven Ward,537,1,663.96,48.52,1,1,2,Lost Customers
JS-15880,John Stevenson,537,3,1977.94,266.75,1,3,3,At Risk
Co-12640,Corey-Lock,552,1,191.88,19.19,1,1,1,Lost Customers
LD-16855,Lela Donovan,555,1,5.3,0.46,1,1,1,Lost Customers
MG-17695,Maureen Gnade,558,1,835.17,16.7,1,1,2,Lost Customers
BS-11365,Bill Shonely,561,2,9199.78,2405.36,1,2,5,Lost Customers
BT-11440,Bobby Trafton,563,2,149.16,-71.9,1,1,1,Lost Customers
VD-21670,Valerie Dominguez,584,1,185.88,50.19,1,1,1,Lost Customers
BS-11665,Brian Stugart,585,1,1328.13,62.27,1,1,3,Lost Customers
TB-21280,Toby Braunhardt,586,3,1396.94,290.82,1,2,3,Lost Customers
JR-15670,Jim Radford,596,1,552.56,0.0,1,1,1,Lost Customers
SM-20905,Susan MacKendrick,609,1,1043.04,-237.29,1,1,2,Lost Customers
JL-15850,John Lucas,617,1,108.42,-37.94,1,1,1,Lost Customers
DJ-13420,Denny Joy,640,1,1454.9,378.27,1,1,3,Lost Customers
RB-19645,Robert Barroso,651,1,58.58,19.33,1,1,1,Lost Customers
BT-11485,Brad Thomas,662,1,30.34,9.48,1,1,1,Lost Customers
PB-19210,Phillip Breyer,690,1,69.93,0.7,1,1,1,Lost Customers
CH-12070,Cathy Hwang,693,1,1127.98,126.9,1,1,2,Lost Customers
DF-13135,David Flashing,702,1,2067.8,-397.13,1,1,4,Lost Customers
CM-11935,Carlos Meador,710,1,530.27,-56.9,1,1,1,Lost Customers
MP-17470,Mark Packer,721,1,54.99,8.94,1,1,1,Lost Customers
DE-13255,Deanra Eno,721,1,94.45,16.15,1,1,1,Lost Customers
